Year,Trimestre,Mois,Properties,Reservation number,Accomodation Rev,Occpancy Ratio,Average Night rate,Booking_Count,Average Night rate 2
2019,Trim 3,juillet,Lovoa Apartment Morzine,1263,"€ 493,63","6,45 %",15.9235,1,"246,82 €"
2019,Trim 3,juillet,Meranti Apartment Morzine,1358,"€ 1720,92","19,35 %",55.5135,1,"286,82 €"
2019,Trim 3,juillet,Moulin 1,1327,"€ 4444,57","22,58 %",143.3732,1,"634,94 €"
2019,Trim 3,juillet,Moulin 2,2419,"€ 1966,35","9,68 %",63.4306,1,"655,45 €"
2019,Trim 3,juillet,Moulin 3,2541,"€ 1966,35","9,68 %",63.4306,1,"655,45 €"
2019,Trim 3,juillet,Omaroo Il Morzine,2369,"€ 1507,54","6,45 %",48.6303,1,"753,77 €"
2019,Trim 3,juillet,Sugi Apartment Morzine,1425,"€ 2229,09","12,90 %",71.9061,1,"557,27 €"
2019,Trim 3,juillet,Takian Apartment Morzine,1144,"€ 1035,45","9,68 %",33.4016,1,"345,15 €"
2019,Trim 3,août,Ipê Apartment Morzine,2156,"€ 387,27","3,23 %",12.4926,1,"64,55 €"
2019,Trim 3,août,Karri Apartment Morzine,1655,"€ 2981,83","35,48 %",96.1881,1,"271,08 €"
2019,Trim 4,octobre,Abachi,2272,"€ 1898,18","7,41 %",70.303,1,"949,09 €"
2019,Trim 4,octobre,Iroko Apartment Morzine,758,"€ 420,00","7,41 %",15.5556,1,"210,00 €"
2019,Trim 4,décembre,Karri Apartment Morzine,2307,"€ 1818,20","20,00 %",90.91,1,"363,64 €"
2019,Trim 4,décembre,Le Rouge Chalet Morzine,2290,"€ 4227,27","15,00 %",211.3635,1,"1409,09 €"
2019,Trim 4,décembre,Lovoa Apartment Morzine,2412,"€ 781,82","10,00 %",39.091,1,"195,46 €"
2019,Trim 4,décembre,Moulin 1,1954,"€ 1372,00","10,00 %",68.6,1,"686,00 €"
2019,Trim 4,décembre,Moulin 2,1955,"€ 1372,00","10,00 %",68.6,1,"686,00 €"
2019,Trim 4,décembre,Moulin 3,1956,"€ 1372,00","10,00 %",68.6,1,"686,00 €"
2019,Trim 4,décembre,Takian Apartment Morzine,2335,"€ 1112,72","10,00 %",55.636,1,"370,91 €"
2020,Trim 1,janvier,Karri Apartment Morzine,2307,"€ 454,55","3,23 %",14.6629,1,"90,91 €"
2020,Trim 1,janvier,Le Rouge Chalet Morzine,2290,,"0,00 %",,1,
2020,Trim 1,janvier,Lovoa Apartment Morzine,2412,"€ 781,82","6,45 %",25.22,1,"195,46 €"
2020,Trim 1,janvier,Takian Apartment Morzine,2335,"€ 556,36","3,23 %",17.9471,1,"185,45 €"
2020,Trim 1,février,Abachi,2623,"€ 10462,74","31,82 %",475.5791,1,"1494,68 €"
2020,Trim 1,février,Le Rouge Chalet Morzine,2658,"€ 9227,26","31,82 %",419.4209,1,"1318,18 €"
